id_zapisi,data,vremya,filial,master,usluga,cena,id_klienta,kanal_zapisi,status
278,18.01.2026,18:45,Заречная,ТИМУР АСКЕРОВ,Камуфляж седины,1600,5137,телефон,выполнена
279,18.01.2026,15:15,Центр,Лев Гаврилов,Стрижка мужская,1400,5933,онлайн,выполнена
280,18.01.2026,10:30,Заречная,Марк Дёмин,,900,5800,онлайн,выполнена
281,18.01.2026,17:00,Центр,Лев Гаврилов,Бритьё опасной бритвой,1300,6396,телефон,выполнена
282,18.01.2026,19:15,Северный,Д. Ким,Стрижка мужская,1400,6278,онлайн,выполнена
283,18.01.2026,14:15,Северный,Олег Рыбак,Стрижка + борода,2100,6039,онлайн,выполнена
284,2026-01-18,16:00,Северный,Данила Ким,Камуфляж седины,1600,5799,онлайн,выполнена
285,2026-01-18,11:15,Северный,Д. Ким,Камуфляж седины,1600,6244,онлайн,выполнена
286,2026-01-18,13:30,Центр,Артём Соколов,Стрижка мужская,1400,5900,онлайн,выполнена
287,2026-01-18,13:45,Центр,Артём Соколов,Оформление бороды,900,5424,онлайн,выполнена
288,18.01.2026,16:00,Центр,Артём Соколов,Стрижка мужская,1260,5256,онлайн,выполнена
289,18.01.2026,20:30,Центр,Артём Соколов,Стрижка мужская,1400 р.,5286,телефон,выполнена
290,18.01.2026,18:15,Северный,Д. Ким,Оформление бороды,"900,00",5898,телефон,выполнена
291,18.01.2026,14:45,Северный,Роман Швец,Стрижка мужская,1540 р.,5855,телефон,выполнена
292,18.01.2026,17:00,Заречная,Тимур А.,Стрижка мужская,1400,5001,онлайн,выполнена
293,2026-01-18,18:30,Северный,Олег Рыбак,Стрижка + борода,2100,5735,телефон,отменена
294,18.01.2026,20:15,Северный,Д. Ким,Стрижка мужская,1190,5403,онлайн,выполнена
295,2026-01-18,20:00,Центр,Иван П.,Тонирование,1800,5162,телефон,выполнена
296,18.01.2026,17:15,Заречная,ТИМУР АСКЕРОВ,Оформление бороды,900,6200,без записи,выполнена
297,18.01.2026,15:30,Центр,Артём Соколов,Стрижка + борода,2100 р.,6145,онлайн,выполнена
298,19.01.2026,10:30,Заречная,Марк Дёмин,Стрижка + борода,2100,5792,без записи,выполнена
299,19.01.2026,15:00,Заречная,Тимур Аскеров,Стрижка мужская,1400,5037,без записи,выполнена
300,19.01.2026,10:15,Центр,Артём Соколов,Стрижка + борода,2100,5915,телефон,выполнена
301,19.01.2026,20:45,Заречная,Тимур А.,Стрижка мужская,1400,5401,без записи,выполнена
302,19.01.2026,15:30,Заречная,Марк Дёмин,Стрижка мужская,1260,5499,онлайн,выполнена
303,19.01.2026,18:30,Северный,Д. Ким,Оформление бороды,"900,00",6154,телефон,выполнена
304,19.01.2026,15:45,Центр,Артём Соколов,Стрижка мужская,1400,6415,телефон,выполнена
305,19.01.2026,13:30,Центр, Иван Петров,Стрижка + борода,2100,5005,онлайн,выполнена
306,2026-01-19,19:15,Центр,Артём Соколов,Стрижка + борода,2100,6038,без записи,выполнена
307,2026-01-19,15:15,Северный,Роман Швец,Стрижка мужская,1400,5334,онлайн,выполнена
308,20.01.2026,19:15,Северный,Олег Рыбак,Стрижка мужская,1400,5193,без записи,выполнена
309,2026-01-20,15:00,Центр,Артём Соколов,Стрижка + борода,2100 р.,6096,онлайн,выполнена
310,2026-01-20,16:30,Заречная,Марк Дёмин,Оформление бороды,810,5677,онлайн,выполнена
311,20.01.2026,17:00,Центр,Иван П.,Стрижка + борода,1785,6409,телефон,выполнена
312,2026-01-20,12:30,Северный,Данила Ким,Камуфляж седины,1600,5714,телефон,выполнена
313,20.01.2026,10:15,Центр,Артём Соколов,Стрижка мужская,1260,6214,телефон,выполнена
314,20.01.2026,17:45,Центр,иван петров,Стрижка + борода,2100 р.,5527,онлайн,выполнена
315,20.01.2026,13:30,Заречная,Тимур Аскеров,Стрижка мужская,1190,5916,телефон,выполнена
316,20.01.2026,13:15,Центр,иван петров,Стрижка мужская,1400,5022,онлайн,выполнена
317,20.01.2026,14:30,Центр,Лев Гаврилов,Стрижка мужская,1400,6154,онлайн,отменена
318,20.01.2026,14:30,Северный,Олег Рыбак,Стрижка мужская,1400,5450,без записи,выполнена
319,20.01.2026,17:00,Северный,Олег Рыбак,Стрижка машинкой,"700,00",6347,онлайн,выполнена
320,21.01.2026,19:00,Заречная,Тимур А.,Стрижка + борода,2100,5300,онлайн,выполнена
321,21.01.2026,18:30,Северный,Олег Рыбак,Тонирование,1800,5833,онлайн,выполнена
322,21.01.2026,11:30,Северный,Олег Рыбак,Оформление бороды,900,5355,онлайн,выполнена
323,21.01.2026,18:30,Заречная,Тимур Аскеров,Стрижка + борода,"1890,00",5464,телефон,выполнена
324,21.01.2026,19:00,Северный,Д. Ким,Стрижка + борода,2100,5639,онлайн,выполнена
325,21.01.2026,19:30,Заречная,Тимур Аскеров,Стрижка машинкой,560,5187,онлайн,выполнена
326,21.01.2026,12:00,Северный,Данила Ким,Стрижка + борода,"2100,00",5098,телефон,выполнена
327,21.01.2026,14:00,Центр,Иван П.,Стрижка + борода,2100,6332,телефон,выполнена
328,21.01.2026,16:30,Заречная,Тимур Аскеров,Стрижка мужская,1400,6133,онлайн,выполнена
329,2026-01-21,17:00,Заречная,Тимур А.,Оформление бороды,900,6217,без записи,выполнена
330,2026-01-21,11:00,Центр,Иван П.,Оформление бороды,900,5860,онлайн,выполнена
331,21.01.2026,10:45,Северный,Олег Рыбак,Оформление бороды,900,6143,онлайн,выполнена
332,21.01.2026,11:00,Центр,Иван П.,Оформление бороды,900,6019,телефон,выполнена
333,2026-01-21,15:45,Центр,Иван П.,Стрижка мужская,1400,5232,без записи,выполнена
334,2026-01-22,19:30,Центр,Артём Соколов,Тонирование,1800,5906,онлайн,выполнена
335,22.01.2026,10:45,Заречная,Тимур Аскеров,Стрижка + борода,2100,5603,онлайн,выполнена
336,2026-01-22,17:15,Центр,Иван Петров,Стрижка мужская,1400,5097,телефон,выполнена
337,22.01.2026,16:00,Северный,Роман Швец,Бритьё опасной бритвой,1170,5698,онлайн,выполнена
338,22.01.2026,20:45,Северный,Роман Швец,Стрижка мужская,1400,5442,онлайн,выполнена
339,22.01.2026,12:00,Заречная,Тимур А.,Камуфляж седины,1600,5120,онлайн,неявка
340,22.01.2026,11:00,Северный,Данила Ким,Стрижка + борода,2100,5048,телефон,выполнена
